bin,total,Braking_START->Braking_FINISH,Camera1_FINISH->Perception_CameraPerception_START,Camera1_START->Camera1_FINISH,CollisionDetection_BrakingDecision_FINISH->Braking_START,CollisionDetection_BrakingDecision_START->CollisionDetection_BrakingDecision_FINISH,CollisionDetection_TimeToCollision_FINISH->CollisionDetection_BrakingDecision_START,CollisionDetection_TimeToCollision_START->CollisionDetection_TimeToCollision_FINISH,Perception_CameraPerception_FINISH->Perception_Fusion_START,Perception_CameraPerception_START->Perception_CameraPerception_FINISH,Perception_Fusion_FINISH->SemanticExtraction_ObjectDetection_START,Perception_Fusion_START->Perception_Fusion_FINISH,SemanticExtraction_ObjectDetection_FINISH->SemanticExtraction_Prediction_START,SemanticExtraction_ObjectDetection_START->SemanticExtraction_ObjectDetection_FINISH,SemanticExtraction_Prediction_FINISH->CollisionDetection_TimeToCollision_START,SemanticExtraction_Prediction_START->SemanticExtraction_Prediction_FINISH
0.484000,0.005894,0.000119,0.001097,0.000064,0.000000,0.000059,0.000042,0.000353,0.000802,0.000125,0.000038,0.000297,0.000120,0.000626,0.002032,0.000121
0.485000,0.003274,0.000069,0.000675,0.000028,0.000000,0.000038,0.000000,0.000201,0.000482,0.000056,0.000000,0.000171,0.000139,0.000299,0.001045,0.000070
0.486000,0.006549,0.000139,0.001180,0.000053,0.000000,0.000070,0.000045,0.000433,0.000877,0.000137,0.000022,0.000379,0.000220,0.000689,0.002180,0.000126
0.487000,0.001310,0.000030,0.000233,0.000010,0.000000,0.000012,0.000000,0.000085,0.000165,0.000025,0.000017,0.000080,0.000046,0.000136,0.000445,0.000026
0.488000,0.002620,0.000053,0.000536,0.000025,0.000000,0.000027,0.000026,0.000159,0.000377,0.000043,0.000000,0.000151,0.000059,0.000286,0.000823,0.000054
0.489000,0.003274,0.000067,0.000615,0.000034,0.000000,0.000030,0.000026,0.000211,0.000403,0.000071,0.000000,0.000180,0.000112,0.000320,0.001135,0.000069
0.490000,0.003274,0.000067,0.000575,0.000039,0.000000,0.000029,0.000044,0.000207,0.000437,0.000064,0.000000,0.000165,0.000056,0.000341,0.001179,0.000071
0.491000,0.005894,0.000116,0.001019,0.000074,0.000000,0.000065,0.000040,0.000376,0.000840,0.000105,0.000013,0.000282,0.000223,0.000650,0.001969,0.000122
0.492000,0.001965,0.000045,0.000358,0.000016,0.000000,0.000021,0.000000,0.000114,0.000272,0.000036,0.000007,0.000106,0.000047,0.000207,0.000696,0.000039
0.493000,0.003274,0.000071,0.000573,0.000025,0.000000,0.000038,0.000014,0.000210,0.000475,0.000068,0.000018,0.000151,0.000092,0.000383,0.001089,0.000067
0.494000,0.003929,0.000084,0.000692,0.000041,0.000000,0.000036,0.000025,0.000250,0.000589,0.000085,0.000015,0.000216,0.000173,0.000404,0.001243,0.000076
0.495000,0.001965,0.000038,0.000348,0.000029,0.000000,0.000027,0.000000,0.000121,0.000296,0.000034,0.000019,0.000123,0.000020,0.000232,0.000639,0.000038
0.496000,0.001310,0.000028,0.000300,0.000014,0.000000,0.000006,0.000014,0.000092,0.000195,0.000030,0.000000,0.000068,0.000008,0.000107,0.000418,0.000029
0.497000,0.001310,0.000023,0.000265,0.000011,0.000000,0.000014,0.000000,0.000076,0.000146,0.000029,0.000000,0.000076,0.000025,0.000121,0.000497,0.000026
0.498000,0.006549,0.000127,0.001320,0.000068,0.000000,0.000066,0.000078,0.000420,0.000876,0.000128,0.000011,0.000324,0.000209,0.000717,0.002075,0.000129
